episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
328,21432,107.86500000000012,0.4909899999999999,1.082973599433899,45,9,13,65,5109
329,21488,26.33500000000005,0.48966,1.1629730463027954,40,4,12,55,5123
330,21539,-5.018000000000001,0.48844875,0.7190572619438171,40,6,5,47,5135
331,21591,-179.92300000000003,0.48721375,0.7408322691917419,40,4,8,49,5148
332,21647,56.08499999999995,0.48588375000000006,0.9240269660949707,42,5,9,54,5162
333,21701,-180.293,0.48460125,1.066490650177002,37,5,12,52,5176
334,21762,-47.167,0.4831525,1.3790720701217651,47,5,9,57,5191
335,21820,-27.27300000000001,0.48177500000000006,0.8095383048057556,41,6,11,54,5206
336,21898,-367.789,0.47992250000000003,0.9011185169219971,52,9,17,72,5225
337,21946,-123.69499999999991,0.4787825,1.1059651374816895,37,5,6,46,5237
338,22011,-5.237000000000023,0.47723875000000004,1.7622307538986206,49,7,9,64,5253
339,22073,-294.73199999999997,0.47576625000000006,1.3089957237243652,41,5,16,58,5269
340,22118,-209.72000000000003,0.4746975,1.4141582250595093,37,5,3,43,5280
341,22171,-270.42299999999994,0.47343875,0.7430784106254578,40,4,9,51,5293
342,22205,-228.244,0.47263125000000006,0.9080410003662109,30,2,2,33,5302
343,22272,132.3229999999999,0.47104,1.116448163986206,54,7,6,63,5319
344,22316,-131.34600000000006,0.46999500000000005,1.094368577003479,35,5,4,41,5330
345,22369,-48.88400000000003,0.4687362500000001,1.2636141777038574,41,4,8,51,5343
346,22409,-288.485,0.46778625000000007,1.0155112743377686,33,3,4,39,5353
347,22457,-214.44700000000003,0.46664625000000004,1.3373019695281982,37,7,4,45,5365
348,22522,-204.76000000000005,0.4651025,1.2231777906417847,44,5,16,62,5381
349,22568,-254.20499999999998,0.46401000000000003,0.9001602530479431,35,2,9,44,5393
350,22607,-18.290000000000035,0.46308375,1.083472490310669,34,2,3,38,5402
